         250       31125
 i,   j,   euc(i,j),   man(i,j)
    78    94  5647.805  5898.000
    78    95  5168.442  5722.000
    78    96  5724.256  7064.000
    78    97  3393.000  4797.000
    78    98  4770.174  5168.000
    78    99  5142.630  7217.000
    78   100  6439.753  8124.000
    78   101  1617.643  2286.000
    78   102  3502.037  4951.000
    78   103  2564.297  3485.000
    78   104  1478.312  2003.000
    78   105  3579.857  3720.000
    78   106  1030.923  1450.000
    78   107  1878.046  2635.000
    78   108  1267.544  1483.000
    78   109  2262.828  3200.000
    78   110  5779.568  7340.000
    78   111  4134.527  4897.000
    78   112  4945.788  5995.000
    78   113  1155.310  1299.000
    78   114  4628.829  5470.000
    78   115  3228.797  4564.000
    78   116  7556.489  9521.000
    78   117  3622.946  4556.000
    78   118  4524.433  6219.000
    78   119  1618.701  2240.000
    78   120  3699.583  5128.000
    78   121  6021.918  6172.000
    78   122  6755.841  7717.000
    78   123   270.141   364.000
    78   124  2403.481  3389.000
    78   125  4735.587  5973.000
    78   126  2241.491  2970.000
    78   127  3048.791  3438.000
    78   128  2466.640  3462.000
    78   129  5295.871  6703.000
    78   130   863.802   978.000
    78   131  7020.551  7604.000
    78   132  2807.642  3316.000
    78   133  3362.087  4543.000
    78   134   855.842  1167.000
    78   135  5156.885  6796.000
    78   136  3272.053  3354.000
    78   137   336.656   357.000
    78   138  3298.594  3638.000
    78   139  2954.582  3925.000
    78   140  6591.742  7586.000
    78   141  4937.683  5148.000
    78   142  7066.527  8363.000
    78   143  3985.847  5584.000
    78   144  6142.942  6671.000
    78   145  5832.314  6643.000
    78   146  5471.689  6921.000
    78   147   591.574   836.000
    78   148  1939.727  2711.000
    78   149  1091.394  1506.000
    78   150  4302.208  5069.000
    78   151  1980.009  2586.000
    78   152  1928.559  2651.000
    78   153  1330.361  1798.000
    78   154  3273.662  3403.000
    78   155  3081.959  3858.000
    78   156  2014.613  2621.000
    78   157  1049.957  1476.000
    78   158  4750.121  6046.000
    78   159  3041.838  4210.000
    78   160  5779.010  6109.000
    78   161  4037.322  5562.000
    78   162  1953.552  2667.000
    78   163  1885.277  2213.000
    78   164  5556.218  6519.000
    78   165  1507.562  2132.000
    78   166  5937.436  7894.000
    78   167  2069.455  2789.000
    78   168  1474.017  2065.000
    78   169  2635.344  3724.000
    78   170  4406.746  5848.000
    78   171  4689.615  6258.000
    78   172  5965.655  7839.000
    78   173  2040.121  2869.000
    78   174  2356.223  3321.000
    78   175  5581.695  7111.000
    78   176  3854.357  5089.000
    78   177  7894.232 10044.000
    78   178  5759.313  8119.000
    78   179  6659.348  9314.000
    78   180  5103.286  6724.000
    78   181  6264.391  8119.000
    78   182  5466.758  7712.000
    78   183  5254.837  7094.000
    78   184  9186.132 11795.000
    78   185  8625.763 10317.000
    78   186  5294.619  6927.000
    78   187  6799.570  9345.000
    78   188  3083.990  4140.000
    78   189  5154.877  7132.000
    78   190  5062.773  6973.000
    78   191  5236.381  7158.000
    78   192  5742.458  8060.000
    78   193  5220.144  6964.000
    78   194  7041.275  9931.000
    78   195  5614.846  7498.000
    78   196  4930.532  6613.000
    78   197  7947.481 10936.000
    78   198  5391.967  7149.000
    78   199  7958.839 10113.000
    78   200  7235.476  9267.000
    78   201  6879.068  9166.000
    78   202  8417.319 11902.000
    78   203  5196.185  6726.000
    78   204  3142.398  3886.000
    78   205  5375.431  7579.000
    78   206  2562.269  3009.000
    78   207  5452.700  7275.000
    78   208  7063.554  9672.000
    78   209  7608.344  9587.000
    78   210  5417.306  7648.000
    78   211  6822.649  8839.000
    78   212  2920.792  2988.000
    78   213  3296.595  4131.000
    78   214  7173.722 10141.000
    78   215  7494.428 10063.000
    78   216  6639.277  9313.000
    78   217  6471.542  9144.000
    78   218  8251.232 11610.000
    78   219  5803.622  8079.000
    78   220  7825.798 10375.000
    78   221  7121.587  9036.000
    78   222  6574.530  8810.000
    78   223  7847.440 10150.000
    78   224  6873.749  8892.000
    78   225  7451.170  9646.000
    78   226  5119.872  6936.000
    78   227  5966.684  7656.000
    78   228  6830.259  9655.000
    78   229  6708.223  9388.000
    78   230  6763.995  8608.000
    78   231  4965.147  6919.000
    78   232  9102.188 11615.000
    78   233  6851.012  8952.000
    78   234  8252.479 10801.000
    78   235  7437.505  9582.000
    78   236  6829.183  9342.000
    78   237  5906.474  8337.000
    78   238  3197.123  3565.000
    78   239  8865.036 12537.000
    78   240  7245.890  9741.000
    78   241  7296.924  9077.000
    78   242  6110.153  8062.000
    78   243  6331.107  8236.000
    78   244  6475.475  9139.000
    78   245  5044.807  6719.000
    78   246  5945.052  7720.000
    78   247  7444.081 10218.000
    78   248  5521.536  7112.000
    78   249  6154.248  8670.000
    78   250  5469.881  7702.000
    79    80  6062.780  8570.000
    79    81  3174.202  4489.000
    79    82   545.202   621.000
    79    83  4714.563  6227.000
    79    84  5946.578  6082.000
    79    85  4781.926  5695.000
    79    86  6060.633  7712.000
    79    87   607.495   858.000
    79    88  1394.621  1860.000
    79    89  5621.019  6064.000
    79    90  2392.084  2463.000
    79    91  3376.940  3915.000
    79    92  1964.928  2572.000
    79    93  5005.577  5215.000
    79    94  2074.810  2906.000
    79    95  1935.980  2570.000
    79    96  1391.659  1538.000
    79    97  5966.335  8409.000
    79    98  2806.681  3956.000
    79    99  5368.057  7393.000
    79   100   980.204  1376.000
    79   101  5712.935  6006.000
    79   102  5786.187  8165.000
    79   103  5713.680  6495.000
    79   104  5634.402  6289.000
    79   105  3545.317  4572.000
    79   106  6271.670  6842.000
    79   107  5413.729  5657.000
    79   108  6655.805  6809.000
    79   109  5281.276  5464.000
    79   110  1500.187  1896.000
    79   111  2898.468  3395.000
    79   112  2102.918  2297.000
    79   113  6742.824  6993.000
    79   114  2404.007  2822.000
    79   115  5800.159  8150.000
    79   116   979.480  1229.000
    79   117  7549.854 10636.000
    79   118  6946.572  9797.000
    79   119  6008.161  6052.000
    79   120  5135.806  7254.000
    79   121  1780.193  2424.000
    79   122   418.632   575.000
    79   123  6824.345  8176.000
    79   124  5344.924  5753.000
    79   125  2392.084  2463.000
    79   126  5383.788  7184.000
    79   127  4277.559  5690.000
    79   128  4948.383  5064.000
    79   129  1890.995  2151.000
    79   130  7036.139  7560.000
    79   131   796.558   892.000
    79   132  7565.763 10476.000
    79   133  4917.262  6889.000
    79   134  6502.176  7125.000
    79   135  4097.422  5646.000
    79   136  3853.068  4938.000
    79   137  6952.894  7935.000
    79   138  4018.439  5372.000
    79   139  5789.055  6925.000
    79   140   501.952   706.000
    79   141  2538.879  3574.000
    79   142    52.355    71.000
    79   143  6408.132  9062.000
    79   144  1147.382  1621.000
    79   145  1241.533  1649.000
    79   146  1732.715  2031.000
    79   147  7393.665  8324.000
    79   148  5333.052  5581.000
    79   149  6025.509  6786.000
    79   150  2730.555  3223.000
    79   151  5102.801  5706.000
    79   152  5260.850  5641.000
    79   153  6778.545  8846.000
    79   154  3931.751  5153.000
    79   155  7388.246 10320.000
    79   156  5064.625  5671.000
    79   157  6118.282  6816.000
    79   158  3813.097  5364.000
    79   159  5316.107  7408.000
    79   160  2070.925  2863.000
    79   161  4951.409  7002.000
    79   162  5926.297  6213.000
    79   163  5341.342  6805.000
    79   164  1477.253  1773.000
    79   165  6321.165  8284.000
    79   166  4198.482  5430.000
    79   167  5073.905  5503.000
    79   168  5739.703  6227.000
    79   169  6097.517  8440.000
    79   170  4347.516  6138.000
    79   171  4344.420  6096.000
    79   172  4016.736  5173.000
    79   173  5613.116  5797.000
    79   174  5096.509  5219.000
    79   175  1682.110  2065.000
    79   176  7249.912 10245.000
    79   177  1313.664  1752.000
    79   178  3426.702  4843.000
    79   179  2986.477  4098.000
    79   180  2312.523  2870.000
    79   181  1382.161  1947.000
    79   182  4287.755  6036.000
    79   183  2467.842  3278.000
    79   184  2477.218  3503.000
    79   185  1602.329  2025.000
    79   186  2107.181  2649.000
    79   187  2398.899  3225.000
    79   188  4136.031  4152.000
    79   189  2932.740  3982.000
    79   190  2889.070  3867.000
    79   191  2664.844  3594.000
    79   192  4589.228  6486.000
    79   193  2347.056  3042.000
    79   194  3560.438  4761.000
    79   195  2111.080  2878.000
    79   196  2606.147  3281.000
    79   197  2773.909  2898.000
    79   198  2164.067  2839.000
    79   199  1345.296  1821.000
    79   200  1067.716  1153.000
    79   201  1694.948  2232.000
    79   202  4522.748  5280.000
    79   203  2105.158  2532.000
    79   204  3907.796  4406.000
    79   205  4330.777  6083.000
    79   206  4470.560  5283.000
    79   207  2196.419  2935.000
    79   208  2331.141  2994.000
    79   209  1011.305  1295.000
    79   210  4226.233  5942.000
    79   211  1211.061  1623.000
    79   212  4189.392  5304.000
    79   213  3768.918  4161.000
    79   214  3903.153  5201.000
    79   215  1977.835  2165.000
    79   216  3123.031  4297.000
    79   217  4199.809  5878.000
    79   218  3851.722  4320.000
    79   219  2864.210  4045.000
    79   220  1874.194  2083.000
    79   221   906.497  1044.000
    79   222  1819.165  2520.000
    79   223  1493.349  1858.000
    79   224  1184.503  1564.000
    79   225  1303.038  1354.000
    79   226  2597.511  3414.000
    79   227  1446.311  1944.000
    79   228  3800.485  5199.000
    79   229  3018.699  4126.000
    79   230   959.754  1320.000
    79   231  3188.429  4295.000
    79   232  2350.062  3323.000
    79   233  1346.365  1786.000
    79   234  1929.005  2509.000
    79   235  1223.891  1290.000
    79   236  2275.551  3042.000
    79   237  3518.000  4975.000
    79   238  3853.184  4727.000
    79   239  4887.589  5455.000
    79   240  1928.772  2311.000
    79   241   691.417   785.000
    79   242  1692.162  2382.000
    79   243  1400.631  1980.000
    79   244  3521.083  4907.000
    79   245  2453.668  3093.000
    79   246  1581.365  2162.000
    79   247  2495.921  2958.000
    79   248  1807.792  2268.000
    79   249  4430.316  6254.000
    79   250  3400.006  4772.000
    80    81  6930.117  8571.000
    80    82  6388.042  9027.000
    80    83  2233.810  2343.000
    80    84  4296.864  5544.000
    80    85  3139.292  3383.000
    80    86  2531.673  3476.000
    80    87  6043.406  8526.000
    80    88  4789.076  6710.000
    80    89  3876.559  4876.000
    80    90  4685.648  6251.000
    80    91  3726.585  4655.000
    80    92  4342.111  5998.000
    80    93  4405.876  4951.000
    80    94  4032.976  5664.000
    80    95  4269.801  6000.000
    80    96  5269.157  7342.000
    80    97   325.332   431.000
    80    98  3262.866  4614.000
    80    99  1634.235  1989.000
    80   100  5992.918  8402.000
    80   101  4061.631  5140.000
    80   102   346.954   405.000
    80   103  5147.112  6231.000
    80   104  3649.014  4629.000
    80   105  3098.583  3998.000
    80   106  3995.647  5380.000
    80   107  4027.815  4895.000
    80   108  4581.285  6235.000
    80   109  4423.601  5200.000
    80   110  5508.963  7618.000
    80   111  3931.521  5175.000
    80   112  4582.093  6273.000
    80   113  4536.678  6219.000
    80   114  4225.099  5748.000
    80   115   555.561   664.000
    80   116  6934.011  9799.000
    80   117  1536.219  2066.000
    80   118  1115.260  1227.000
    80   119  4406.264  5700.000
    80   120   933.235  1316.000
    80   121  4396.843  6146.000
    80   122  5660.567  7995.000
    80   123  3450.633  4864.000
    80   124  4667.762  5489.000
    80   125  4685.648  6251.000
    80   126  1873.441  2258.000
    80   127  2397.759  2880.000
    80   128  4302.767  4800.000
    80   129  5113.469  6981.000
    80   130  4446.040  6206.000
    80   131  5633.039  7882.000
    80   132  1909.002  1912.000
    80   133  1283.547  1681.000
    80   134  4054.592  5549.000
    80   135  2346.103  2924.000
    80   136  2945.592  3632.000
    80   137  3945.128  5543.000
    80   138  2525.401  3198.000
    80   139  5569.297  6661.000
